bay_id,st_marker_id,status,location,lat,lon
6132,C13632,Present,"(-37.81968176847585, 144.94433035327427)",-37.81968176847585,144.94433035327427
6186,13262N,Present,"(-37.819949557664174, 144.94309573752605)",-37.819949557664174,144.94309573752605
6280,13438E,Present,"(-37.818984217049135, 144.9486176978782)",-37.818984217049135,144.9486176978782
6215,13308E,Unoccupied,"(-37.81993516713928, 144.947190042579)",-37.81993516713928,144.947190042579
6247,13312N,Present,"(-37.822240565681255, 144.94676108046633)",-37.822240565681255,144.94676108046633
6921,10053S,Present,"(-37.8219562515103, 144.96314132684188)",-37.8219562515103,144.96314132684188
1278,4470E,Present,"(-37.813182416547505, 144.9543771826543)",-37.813182416547505,144.9543771826543
1870,2603S,Present,"(-37.81493667125719, 144.95702828493688)",-37.81493667125719,144.95702828493688
5256,11537S,Unoccupied,"(-37.81205330534351, 144.95133608426607)",-37.81205330534351,144.95133608426607
6153,C13716,Present,"(-37.820055353390515, 144.94303831911287)",-37.820055353390515,144.94303831911287
6753,13090N,Present,"(-37.82136677470263, 144.94474255993526)",-37.82136677470263,144.94474255993526
6302,13361W,Unoccupied,"(-37.81908992478574, 144.94931493665388)",-37.81908992478574,144.94931493665388
6218,13314E,Present,"(-37.81969216491619, 144.94708101840905)",-37.81969216491619,144.94708101840905
1305,1297W,Present,"(-37.81840452060237, 144.95933405526904)",-37.81840452060237,144.95933405526904
6419,13671W,Present,"(-37.82099788099109, 144.94532421874825)",-37.82099788099109,144.94532421874825
2899,4858E,Present,"(-37.809519803748344, 144.95832304922274)",-37.809519803748344,144.95832304922274
3489,6571S,Present,"(-37.80833892225637, 144.96017447619454)",-37.80833892225637,144.96017447619454
6421,13668E,Present,"(-37.82103901739355, 144.94543085388358)",-37.82103901739355,144.94543085388358
6835,14030E,Present,"(-37.796913802209765, 144.9581131151533)",-37.796913802209765,144.9581131151533
6417,13667W,Unoccupied,"(-37.82111078040641, 144.94535296783445)",-37.82111078040641,144.94535296783445
6117,C13572,Present,"(-37.81947538857838, 144.94504612163064)",-37.81947538857838,144.94504612163064
3617,7565S,Present,"(-37.805925671683255, 144.95555724362447)",-37.805925671683255,144.95555724362447
6400,13653W,Present,"(-37.82030819278442, 144.94538967440602)",-37.82030819278442,144.94538967440602
5754,12446N,Present,"(-37.811910283196696, 144.97642226941176)",-37.811910283196696,144.97642226941176
6399,13651W,Present,"(-37.82036941672416, 144.9454059469815)",-37.82036941672416,144.9454059469815
1875,2608N,Present,"(-37.814940175564814, 144.9568258373888)",-37.814940175564814,144.9568258373888
2727,4371W,Present,"(-37.80972555779269, 144.96097885944397)",-37.80972555779269,144.96097885944397
6089,13245S,Unoccupied,"(-37.82006030630913, 144.94334049359725)",-37.82006030630913,144.94334049359725
5389,11744E,Present,"(-37.810283032684495, 144.97566159235552)",-37.810283032684495,144.97566159235552
6638,13617W,Present,"(-37.81962995415188, 144.94356288788055)",-37.81962995415188,144.94356288788055
1039,1228E,Present,"(-37.8122279003903, 144.95955850622957)",-37.8122279003903,144.95955850622957
2731,4380E,Present,"(-37.80896033857542, 144.96084169954412)",-37.80896033857542,144.96084169954412
1655,2145S,Present,"(-37.81281992719015, 144.97189043549093)",-37.81281992719015,144.97189043549093
6640,13621W,Present,"(-37.81944630805836, 144.9434787731168)",-37.81944630805836,144.9434787731168
1847,2561S,Present,"(-37.814104372840205, 144.95992802254045)",-37.814104372840205,144.95992802254045
6360,13304N,Present,"(-37.82179702903255, 144.9508139582522)",-37.82179702903255,144.9508139582522
1055,981W,Present,"(-37.81850604715485, 144.9621837122584)",-37.81850604715485,144.9621837122584
5170,11601S,Unoccupied,"(-37.81078455815468, 144.95170258536785)",-37.81078455815468,144.95170258536785
594,39W,Present,"(-37.8138762842676, 144.97410673883354)",-37.8138762842676,144.97410673883354
3602,7337W,Present,"(-37.80541851681704, 144.94924071435915)",-37.80541851681704,144.94924071435915
6635,13921W,Unoccupied,"(-37.81407591616855, 144.9425815542342)",-37.81407591616855,144.9425815542342
4656,8476E,Unoccupied,"(-37.82527741796876, 144.96690831167416)",-37.82527741796876,144.96690831167416
6171,13232N,Present,"(-37.81940787606811, 144.94496637047354)",-37.81940787606811,144.94496637047354
3536,7035S,Present,"(-37.80758625533919, 144.95846052404136)",-37.80758625533919,144.95846052404136
2230,3914N,Unoccupied,"(-37.81204931667072, 144.95514235268453)",-37.81204931667072,144.95514235268453
1118,C1152,Present,"(-37.81382423578742, 144.96015936553948)",-37.81382423578742,144.96015936553948
6491,13824N,Present,"(-37.815791428697494, 144.93763477685485)",-37.815791428697494,144.93763477685485
6230,13338E,Unoccupied,"(-37.81656995849221, 144.94574435862592)",-37.81656995849221,144.94574435862592
5261,4521W,Present,"(-37.8110304532502, 144.95313081241778)",-37.8110304532502,144.95313081241778
3198,5447W,Unoccupied,"(-37.80776070379953, 144.95445870322706)",-37.80776070379953,144.95445870322706
1759,2382N,Unoccupied,"(-37.81435132375749, 144.9625323934673)",-37.81435132375749,144.9625323934673
2919,4893W,Unoccupied,"(-37.808333068367624, 144.95773298121517)",-37.808333068367624,144.95773298121517
4650,8466E,Unoccupied,"(-37.825484876937985, 144.96685678812713)",-37.825484876937985,144.96685678812713
5253,11531S,Present,"(-37.811967757887714, 144.95163890435862)",-37.811967757887714,144.95163890435862
3769,C4884,Unoccupied,"(-37.80832687374971, 144.95784483851534)",-37.80832687374971,144.95784483851534
1260,4450E,Unoccupied,"(-37.813977354508374, 144.9547467827323)",-37.813977354508374,144.9547467827323
6079,13223S,Present,"(-37.81892784362029, 144.9472790775032)",-37.81892784362029,144.9472790775032
5759,12435S,Present,"(-37.81191989668511, 144.9754660500313)",-37.81191989668511,144.9754660500313
4757,8808E,Present,"(-37.822855979433115, 144.96666295125493)",-37.822855979433115,144.96666295125493
5099,9897S,Present,"(-37.825646827394195, 144.96867196304143)",-37.825646827394195,144.96867196304143
2663,10170E,Present,"(-37.80435822131767, 144.9494885385869)",-37.80435822131767,144.9494885385869
5358,8897W,Present,"(-37.82450433070958, 144.96163789794954)",-37.82450433070958,144.96163789794954
6261,13426E,Present,"(-37.81995604389223, 144.94814583143113)",-37.81995604389223,144.94814583143113
690,362E,Present,"(-37.813561782084676, 144.97137462942192)",-37.813561782084676,144.97137462942192
5066,9843S,Present,"(-37.825338856212895, 144.96972680509745)",-37.825338856212895,144.96972680509745
6305,13367W,Unoccupied,"(-37.819569347421655, 144.94969301151178)",-37.819569347421655,144.94969301151178
2690,10199W,Present,"(-37.80355520552128, 144.94943939362565)",-37.80355520552128,144.94943939362565
1032,1203W,Present,"(-37.81268610607768, 144.95951470462205)",-37.81268610607768,144.95951470462205
6227,13332E,Present,"(-37.816737889952776, 144.94581850953125)",-37.816737889952776,144.94581850953125
5761,12439S,Present,"(-37.81193637715751, 144.97561571940406)",-37.81193637715751,144.97561571940406
5255,11535S,Present,"(-37.81203413070608, 144.95140413555123)",-37.81203413070608,144.95140413555123
1037,1213W,Present,"(-37.812421589948755, 144.9593950029535)",-37.812421589948755,144.9593950029535
6078,13221S,Present,"(-37.81891068118254, 144.94733762573063)",-37.81891068118254,144.94733762573063
6271,13345W,Present,"(-37.819369960764135, 144.9484192025969)",-37.819369960764135,144.9484192025969
6619,13870N,Present,"(-37.81399875590743, 144.94169744220966)",-37.81399875590743,144.94169744220966
6647,13622E,Present,"(-37.81942211605225, 144.943629462373)",-37.81942211605225,144.943629462373
6558,13777W,Present,"(-37.812019615672604, 144.93838157592373)",-37.812019615672604,144.93838157592373
1038,1215W,Present,"(-37.812372822735156, 144.95937304974785)",-37.812372822735156,144.95937304974785
1113,C1142,Present,"(-37.81428287071084, 144.96036959632758)",-37.81428287071084,144.96036959632758
6544,13749W,Present,"(-37.81343950265885, 144.9392381621047)",-37.81343950265885,144.9392381621047
5078,9862N,Present,"(-37.825233402659165, 144.9697179393773)",-37.825233402659165,144.9697179393773
760,C280,Present,"(-37.81519773335503, 144.97200580320833)",-37.81519773335503,144.97200580320833
6064,13050N,Present,"(-37.82104865070899, 144.94339949099586)",-37.82104865070899,144.94339949099586
5092,9890N,Present,"(-37.82547313866513, 144.96889751075298)",-37.82547313866513,144.96889751075298
6020,13039S,Present,"(-37.82122207201951, 144.94701815700228)",-37.82122207201951,144.94701815700228
6154,C13720,Unoccupied,"(-37.820063418455405, 144.94301059305812)",-37.820063418455405,144.94301059305812
4338,C7030,Present,"(-37.80743645767926, 144.9586517320102)",-37.80743645767926,144.9586517320102
4299,C6934,Unoccupied,"(-37.80935099071176, 144.9559961537129)",-37.80935099071176,144.9559961537129
5316,7819W,Present,"(-37.82928939365385, 144.97103614796043)",-37.82928939365385,144.97103614796043
6626,13913W,Unoccupied,"(-37.81364606490875, 144.94189644074558)",-37.81364606490875,144.94189644074558
749,C236,Present,"(-37.81553015751127, 144.97215866134673)",-37.81553015751127,144.97215866134673
1855,2581S,Present,"(-37.81448939977687, 144.958592730921)",-37.81448939977687,144.958592730921
6279,13436E,Present,"(-37.8189230570507, 144.9486153657319)",-37.8189230570507,144.9486153657319
4277,C6890,Unoccupied,"(-37.809310495093584, 144.9558629671165)",-37.809310495093584,144.9558629671165
6277,13432E,Unoccupied,"(-37.81880073615147, 144.94861070141906)",-37.81880073615147,144.94861070141906
4024,C6086,Present,"(-37.80502632028153, 144.95228565333656)",-37.80502632028153,144.95228565333656
6172,13234N,Present,"(-37.81942611349134, 144.94490342879857)",-37.81942611349134,144.94490342879857
4012,C6062,Unoccupied,"(-37.8058611193095, 144.95213990621272)",-37.8058611193095,144.95213990621272
6487,13831S,Present,"(-37.81559577773997, 144.93739753979597)",-37.81559577773997,144.93739753979597
6130,C13624,Present,"(-37.81966489596433, 144.9443883009758)",-37.81966489596433,144.9443883009758
5607,12233S,Present,"(-37.8095064011665, 144.9744578243005)",-37.8095064011665,144.9744578243005
2197,3871S,Unoccupied,"(-37.8115174866941, 144.95748868329645)",-37.8115174866941,144.95748868329645
6072,13209S,Present,"(-37.81875992505137, 144.94786263099846)",-37.81875992505137,144.94786263099846
2196,3869S,Present,"(-37.81149890958072, 144.95755272246382)",-37.81149890958072,144.95755272246382
5763,12443S,Present,"(-37.811967229561546, 144.97590028800312)",-37.811967229561546,144.97590028800312
5252,11529S,Unoccupied,"(-37.8119334870949, 144.95175974179728)",-37.8119334870949,144.95175974179728
3042,5145W,Unoccupied,"(-37.80290398980547, 144.9569008992706)",-37.80290398980547,144.9569008992706
4887,9308N,Present,"(-37.82916917565997, 144.96924263891702)",-37.82916917565997,144.96924263891702
2676,10185W,Present,"(-37.803932779609106, 144.94937283926816)",-37.803932779609106,144.94937283926816
4750,8711W,Present,"(-37.82480112622546, 144.96335239708915)",-37.82480112622546,144.96335239708915
6385,13633W,Present,"(-37.82028446568013, 144.94443616711226)",-37.82028446568013,144.94443616711226
5023,9457S,Present,"(-37.83029811949213, 144.96578230858955)",-37.83029811949213,144.96578230858955
2637,10107W,Unoccupied,"(-37.80368347160326, 144.9478867437966)",-37.80368347160326,144.9478867437966
6023,13045S,Present,"(-37.82128409413096, 144.94680333651272)",-37.82128409413096,144.94680333651272
5049,9826N,Present,"(-37.825063527438516, 144.97030140300308)",-37.825063527438516,144.97030140300308
5104,9902N,Present,"(-37.82552157482591, 144.9687321022908)",-37.82552157482591,144.9687321022908
2630,10009W,Unoccupied,"(-37.8045890788931, 144.9477275879944)",-37.8045890788931,144.9477275879944
5619,12262N,Present,"(-37.8095430309791, 144.97628931343422)",-37.8095430309791,144.97628931343422
6201,13315W,Present,"(-37.820206519755715, 144.94710582760376)",-37.820206519755715,144.94710582760376
6251,13406E,Present,"(-37.81922802801647, 144.94737083263865)",-37.81922802801647,144.94737083263865
2684,10193W,Present,"(-37.803720972479354, 144.94941015473876)",-37.803720972479354,144.94941015473876
1890,1002E,Present,"(-37.81813820535504, 144.96278161185967)",-37.81813820535504,144.96278161185967
2246,3934N,Unoccupied,"(-37.81223091873842, 144.95450060119254)",-37.81223091873842,144.95450060119254
6519,13752E,Present,"(-37.81270846843367, 144.93649542412254)",-37.81270846843367,144.93649542412254
2715,4005W,Unoccupied,"(-37.80777200757387, 144.96008443325005)",-37.80777200757387,144.96008443325005
2250,3942N,Unoccupied,"(-37.812303634776086, 144.95424390149822)",-37.812303634776086,144.95424390149822
3117,5276E,Present,"(-37.8046123214306, 144.95742742122872)",-37.8046123214306,144.95742742122872
6174,13238N,Present,"(-37.81947402569617, 144.94473806526696)",-37.81947402569617,144.94473806526696
5017,9449S,Unoccupied,"(-37.83025691059972, 144.96592472494694)",-37.83025691059972,144.96592472494694
5654,12303S,Present,"(-37.809831931620494, 144.9776115216249)",-37.809831931620494,144.9776115216249
2653,10155W,Unoccupied,"(-37.80476269838175, 144.94922777133996)",-37.80476269838175,144.94922777133996
4176,C6612,Present,"(-37.80840768669392, 144.95959022573265)",-37.80840768669392,144.95959022573265
3772,C4896,Unoccupied,"(-37.80816675259984, 144.95787273150802)",-37.80816675259984,144.95787273150802
2152,3795S,Present,"(-37.81052567244228, 144.9608953174046)",-37.81052567244228,144.9608953174046
6286,13450E,Present,"(-37.81932623216136, 144.94863069455369)",-37.81932623216136,144.94863069455369
6091,13249S,Present,"(-37.820097325046675, 144.94321334867416)",-37.820097325046675,144.94321334867416
699,431W,Present,"(-37.81264304354371, 144.970699668958)",-37.81264304354371,144.970699668958
6442,13574E,Unoccupied,"(-37.82053422378496, 144.94302839370872)",-37.82053422378496,144.94302839370872
1475,1789S,Unoccupied,"(-37.81739263117936, 144.96389994005722)",-37.81739263117936,144.96389994005722
5236,11526N,Present,"(-37.81194395036159, 144.95130760794655)",-37.81194395036159,144.95130760794655
6525,13725W,Present,"(-37.812244848898665, 144.93609682366346)",-37.812244848898665,144.93609682366346
3575,7121S,Present,"(-37.808314705423946, 144.95328919451828)",-37.808314705423946,144.95328919451828
6570,13836N,Present,"(-37.81277699409681, 144.9399820953027)",-37.81277699409681,144.9399820953027
6048,13018N,Present,"(-37.8210640226779, 144.94694855385976)",-37.8210640226779,144.94694855385976
6382,13634E,Present,"(-37.818981740877454, 144.94429122553967)",-37.818981740877454,144.94429122553967
5098,9896N,Present,"(-37.82549741847507, 144.96881503904098)",-37.82549741847507,144.96881503904098
5156,9982N,Present,"(-37.82606224378439, 144.96689826739038)",-37.82606224378439,144.96689826739038
590,31W,Present,"(-37.81407623475337, 144.97419962048082)",-37.81407623475337,144.97419962048082
6229,13336E,Present,"(-37.81662593495585, 144.9457690757563)",-37.81662593495585,144.9457690757563
2736,4390E,Unoccupied,"(-37.80862271939476, 144.96068371817805)",-37.80862271939476,144.96068371817805
1750,2369S,Unoccupied,"(-37.81237663386184, 144.96983299949878)",-37.81237663386184,144.96983299949878
6312,13381W,Present,"(-37.82039783690817, 144.95034614816555)",-37.82039783690817,144.95034614816555
4395,C7224,Unoccupied,"(-37.80780659924804, 144.95241056570126)",-37.80780659924804,144.95241056570126
4958,9387S,Present,"(-37.82981475902975, 144.96745402681853)",-37.82981475902975,144.96745402681853
1287,4479W,Unoccupied,"(-37.812957346882875, 144.95402114693962)",-37.812957346882875,144.95402114693962
3095,5246E,Present,"(-37.80510084909001, 144.9573328769556)",-37.80510084909001,144.9573328769556
4387,C7208,Unoccupied,"(-37.80765463998226, 144.95272351758337)",-37.80765463998226,144.95272351758337
3948,C5864,Present,"(-37.8052387829283, 144.95375936377005)",-37.8052387829283,144.95375936377005
1063,C1016,Unoccupied,"(-37.81833392731872, 144.962230913371)",-37.81833392731872,144.962230913371
2887,4825W,Present,"(-37.810795007446984, 144.95865891936882)",-37.810795007446984,144.95865891936882
3477,6542N,Present,"(-37.807838164289805, 144.96120669237962)",-37.807838164289805,144.96120669237962
5260,4519W,Present,"(-37.81110016386242, 144.95316333042658)",-37.81110016386242,144.95316333042658
5351,8883W,Present,"(-37.824982808080016, 144.9610747837695)",-37.824982808080016,144.9610747837695
3815,C5474,Unoccupied,"(-37.80735379788764, 144.95439403613716)",-37.80735379788764,144.95439403613716
5111,9914N,Present,"(-37.82556987763478, 144.9685670312634)",-37.82556987763478,144.9685670312634
5674,12323S,Present,"(-37.809974710380445, 144.97892006558305)",-37.809974710380445,144.97892006558305
6695,5082E,Present,"(-37.804704440449, 144.95785871800302)",-37.804704440449,144.95785871800302
3011,5084E,Present,"(-37.80468237388431, 144.95784863450982)",-37.80468237388431,144.95784863450982
1854,2579S,Present,"(-37.81446824154895, 144.95866636601787)",-37.81446824154895,144.95866636601787
5005,9437S,Unoccupied,"(-37.83019364257427, 144.9661433781602)",-37.83019364257427,144.9661433781602
6248,13400E,Unoccupied,"(-37.81909965691749, 144.9472270428133)",-37.81909965691749,144.9472270428133
6249,13402E,Present,"(-37.8191396082871, 144.9472770385347)",-37.8191396082871,144.9472770385347
5140,9953S,Present,"(-37.82611811976817, 144.96705492134726)",-37.82611811976817,144.96705492134726
6169,13228N,Present,"(-37.819370475504364, 144.94509544088544)",-37.819370475504364,144.94509544088544
2341,2988N,Unoccupied,"(-37.81302879953813, 144.9593557913483)",-37.81302879953813,144.9593557913483
3314,5998N,Present,"(-37.8098161874264, 144.95869499646682)",-37.8098161874264,144.95869499646682
6139,C13660,Present,"(-37.819920121793004, 144.94350332364704)",-37.819920121793004,144.94350332364704
4659,8480E,Unoccupied,"(-37.825174110798514, 144.96693831712355)",-37.825174110798514,144.96693831712355
3802,C5430,Present,"(-37.808116589398395, 144.9547471729851)",-37.808116589398395,144.9547471729851
5773,12463S,Present,"(-37.81204342877746, 144.97659599901044)",-37.81204342877746,144.97659599901044
3334,6018N,Unoccupied,"(-37.8103315601991, 144.95688411600307)",-37.8103315601991,144.95688411600307
3338,6022N,Unoccupied,"(-37.81036861173811, 144.95675494627793)",-37.81036861173811,144.95675494627793
3340,6024N,Unoccupied,"(-37.81038670253006, 144.9566918201622)",-37.81038670253006,144.9566918201622
3344,6028N,Unoccupied,"(-37.81042667345797, 144.95655248252592)",-37.81042667345797,144.95655248252592
3346,6030N,Unoccupied,"(-37.81044401738329, 144.9564918090419)",-37.81044401738329,144.9564918090419
6068,13201S,Present,"(-37.81866480998813, 144.94819119721552)",-37.81866480998813,144.94819119721552
5144,9958N,Present,"(-37.82594442551273, 144.9673018994581)",-37.82594442551273,144.9673018994581
5145,9960N,Present,"(-37.82595178605271, 144.96727596383687)",-37.82595178605271,144.96727596383687
6617,13866N,Unoccupied,"(-37.814050782426506, 144.9415608195564)",-37.814050782426506,144.9415608195564
5238,11501S,Present,"(-37.81152512653162, 144.9532043905266)",-37.81152512653162,144.9532043905266
3694,7656N,Present,"(-37.80497846789832, 144.956914516136)",-37.80497846789832,144.956914516136
6603,13912E,Present,"(-37.81390575395386, 144.94127258566988)",-37.81390575395386,144.94127258566988
5920,12807S,Present,"(-37.8029715810608, 144.96708165454584)",-37.8029715810608,144.96708165454584
6384,13631W,Present,"(-37.82033947814555, 144.94446040940366)",-37.82033947814555,144.94446040940366
4929,9351S,Present,"(-37.82963164969328, 144.96808486322163)",-37.82963164969328,144.96808486322163
5086,9882N,Present,"(-37.825440929714404, 144.96900816643318)",-37.825440929714404,144.96900816643318
5850,C9102,Present,"(-37.79838809150849, 144.96461950098268)",-37.79838809150849,144.96461950098268
862,682E,Unoccupied,"(-37.81419687510376, 144.96886355574097)",-37.81419687510376,144.96886355574097
773,C336,Present,"(-37.814418376320546, 144.97164246205455)",-37.814418376320546,144.97164246205455
1138,C1208,Present,"(-37.81255668246071, 144.95958114405022)",-37.81255668246071,144.95958114405022
5088,9886N,Unoccupied,"(-37.82545732946036, 144.96895222730694)",-37.82545732946036,144.96895222730694
1157,C1256,Present,"(-37.811769756078974, 144.95922397242657)",-37.811769756078974,144.95922397242657
1070,C1044,Unoccupied,"(-37.81814931641694, 144.9621461652245)",-37.81814931641694,144.9621461652245
4703,8649W,Present,"(-37.825580522305216, 144.9624657415239)",-37.825580522305216,144.9624657415239
630,8E,Present,"(-37.81479679380447, 144.9747535025)",-37.81479679380447,144.9747535025
6017,13033S,Present,"(-37.82057355422346, 144.94926060286815)",-37.82057355422346,144.94926060286815
5440,11832E,Present,"(-37.8133224882197, 144.97785602807437)",-37.8133224882197,144.97785602807437
6254,13412E,Unoccupied,"(-37.81936057119435, 144.94751203992215)",-37.81936057119435,144.94751203992215
6143,C13676,Present,"(-37.81995237338607, 144.9433924225445)",-37.81995237338607,144.9433924225445
6111,C13540,Present,"(-37.81931716608157, 144.94559338871863)",-37.81931716608157,144.94559338871863
4701,8647W,Present,"(-37.82560052815213, 144.96244227054996)",-37.82560052815213,144.96244227054996
5021,9453S,Unoccupied,"(-37.83027811734948, 144.96585143464503)",-37.83027811734948,144.96585143464503
6680,8634E,Present,"(-37.825692435188415, 144.96252914051908)",-37.825692435188415,144.96252914051908
5022,9455S,Unoccupied,"(-37.830288299596205, 144.9658162477048)",-37.830288299596205,144.9658162477048
6278,13434E,Present,"(-37.81886189615098, 144.94861303356225)",-37.81886189615098,144.94861303356225
5097,9895S,Present,"(-37.825628298760165, 144.96873560774605)",-37.825628298760165,144.96873560774605
3898,C5708,Present,"(-37.805470548552506, 144.95521825928944)",-37.805470548552506,144.95521825928944
3979,C5926,Present,"(-37.804274313390295, 144.95393170899897)",-37.804274313390295,144.95393170899897
1009,954E,Present,"(-37.81280358928784, 144.96260074246118)",-37.81280358928784,144.96260074246118
6488,13833S,Present,"(-37.81563080467599, 144.9373053730473)",-37.81563080467599,144.9373053730473
6872,14104E,Unoccupied,"(-37.79453947961983, 144.95840575251415)",-37.79453947961983,144.95840575251415
5235,11524N,Present,"(-37.81191442680799, 144.95141216468477)",-37.81191442680799,144.95141216468477
1057,994E,Unoccupied,"(-37.818463348680865, 144.96241564996032)",-37.818463348680865,144.96241564996032
1528,1892N,Present,"(-37.81372065885267, 144.97230264023773)",-37.81372065885267,144.97230264023773
3945,C5858,Present,"(-37.80531069392037, 144.9537465349453)",-37.80531069392037,144.9537465349453
1122,C1160,Present,"(-37.81370571562784, 144.96010554578444)",-37.81370571562784,144.96010554578444
5691,12359S,Unoccupied,"(-37.8101016087065, 144.98007636280684)",-37.8101016087065,144.98007636280684
1112,C1140,Present,"(-37.81430566607628, 144.9603801373558)",-37.81430566607628,144.9603801373558
4989,9421S,Unoccupied,"(-37.83011007610665, 144.96643217723204)",-37.83011007610665,144.96643217723204
1164,C1278,Present,"(-37.811581918854074, 144.95913816605173)",-37.811581918854074,144.95913816605173
6415,13663W,Unoccupied,"(-37.82122289986236, 144.94538264029478)",-37.82122289986236,144.94538264029478
1163,C1274,Present,"(-37.811604787998924, 144.95914861763407)",-37.811604787998924,144.95914861763407
4027,C6092,Unoccupied,"(-37.804956630441126, 144.95229819898572)",-37.804956630441126,144.95229819898572
3632,7582N,Present,"(-37.80559938943729, 144.95429309928642)",-37.80559938943729,144.95429309928642
2890,4831W,Present,"(-37.8106425867915, 144.9585891160634)",-37.8106425867915,144.9585891160634
1149,C1234,Present,"(-37.812225392250056, 144.95943004474935)",-37.812225392250056,144.95943004474935
6173,13236N,Present,"(-37.819446126783916, 144.94483434404276)",-37.819446126783916,144.94483434404276
4224,C6752,Present,"(-37.80937705373796, 144.9570585286176)",-37.80937705373796,144.9570585286176
3151,5337W,Unoccupied,"(-37.81064165521468, 144.95577622577431)",-37.81064165521468,144.95577622577431
3304,5988N,Present,"(-37.809687536092035, 144.95913984200098)",-37.809687536092035,144.95913984200098
2657,10162E,Present,"(-37.80459147449535, 144.9494476362235)",-37.80459147449535,144.9494476362235
3806,C5448,Present,"(-37.80756750837079, 144.9544912071891)",-37.80756750837079,144.9544912071891
2504,C2940,Present,"(-37.812640115587314, 144.96107573889404)",-37.812640115587314,144.96107573889404
2495,C2922,Present,"(-37.81243139013776, 144.96170175907196)",-37.81243139013776,144.96170175907196
1848,2563S,Present,"(-37.814122389825435, 144.95986619181224)",-37.814122389825435,144.95986619181224
3842,C5564,Unoccupied,"(-37.806441487495064, 144.95398008670202)",-37.806441487495064,144.95398008670202
2490,C2912,Present,"(-37.812384392160396, 144.9619504887525)",-37.812384392160396,144.9619504887525
3548,7069S,Present,"(-37.80878581859247, 144.95422578363554)",-37.80878581859247,144.95422578363554
2493,C2918,Present,"(-37.81239592542448, 144.96182294216285)",-37.81239592542448,144.96182294216285
6136,C13648,Present,"(-37.81978379152755, 144.94397996203182)",-37.81978379152755,144.94397996203182
4698,8644E,Unoccupied,"(-37.82559791790203, 144.96264308554703)",-37.82559791790203,144.96264308554703
5246,11517S,Present,"(-37.81178939835263, 144.9522699693066)",-37.81178939835263,144.9522699693066
6209,13280N,Unoccupied,"(-37.81480383466083, 144.94539994352607)",-37.81480383466083,144.94539994352607
5476,11875W,Unoccupied,"(-37.81134423111611, 144.9779505091168)",-37.81134423111611,144.9779505091168
3573,7119S,Present,"(-37.80829857216029, 144.95334514013373)",-37.80829857216029,144.95334514013373
5108,9908N,Present,"(-37.825545675761454, 144.968649670123)",-37.825545675761454,144.968649670123
2682,10191W,Present,"(-37.80377542661587, 144.94940056369148)",-37.80377542661587,144.94940056369148
1399,1581S,Unoccupied,"(-37.81865397291395, 144.96367840905828)",-37.81865397291395,144.96367840905828
4814,9190N,Unoccupied,"(-37.831070342623676, 144.96704953108735)",-37.831070342623676,144.96704953108735
6378,13627W,Unoccupied,"(-37.81943323062181, 144.9444160613287)",-37.81943323062181,144.9444160613287
3820,C5494,Unoccupied,"(-37.80723525042285, 144.9543402966289)",-37.80723525042285,144.9543402966289
2678,10187W,Present,"(-37.803879688971975, 144.94938219754158)",-37.803879688971975,144.94938219754158
6659,11539S,Present,"(-37.811950464847044, 144.9516998567733)",-37.811950464847044,144.9516998567733
4172,C6602,Unoccupied,"(-37.808372374082076, 144.95971203481935)",-37.808372374082076,144.95971203481935
3908,C5730,Unoccupied,"(-37.80515266598496, 144.95527540106525)",-37.80515266598496,144.95527540106525
5449,11850E,Present,"(-37.81275471459187, 144.9779493113446)",-37.81275471459187,144.9779493113446
5258,4515W,Present,"(-37.811200295925445, 144.95321003174865)",-37.811200295925445,144.95321003174865
4817,9196N,Unoccupied,"(-37.83110275698641, 144.96693840144655)",-37.83110275698641,144.96693840144655
6455,13586E,Present,"(-37.819673378409064, 144.94265696540896)",-37.819673378409064,144.94265696540896
1297,1287W,Unoccupied,"(-37.81906102359871, 144.9596348322357)",-37.81906102359871,144.9596348322357
6389,13641W,Present,"(-37.81996243486995, 144.94428899999997)",-37.81996243486995,144.94428899999997
4453,C7752,Present,"(-37.803111861687725, 144.9501632705215)",-37.803111861687725,144.9501632705215
5407,11749W,Present,"(-37.81039757743352, 144.97535659791828)",-37.81039757743352,144.97535659791828
771,C328,Present,"(-37.81449552798777, 144.97167818511426)",-37.81449552798777,144.97167818511426
5924,12811S,Present,"(-37.80303441012997, 144.96765439598772)",-37.80303441012997,144.96765439598772
6073,13211S,Present,"(-37.81877867379538, 144.94779863823527)",-37.81877867379538,144.94779863823527
6621,13874N,Present,"(-37.813948960322406, 144.94182958741504)",-37.813948960322406,144.94182958741504
3682,7642N,Present,"(-37.80495149707501, 144.948431030418)",-37.80495149707501,144.948431030418
2661,10168E,Present,"(-37.804416546517615, 144.94947831042316)",-37.804416546517615,144.94947831042316
6222,13322E,Present,"(-37.81819067770749, 144.94645995311902)",-37.81819067770749,144.94645995311902
4295,C6926,Unoccupied,"(-37.80939289853838, 144.9559884246491)",-37.80939289853838,144.9559884246491
4209,C6714,Present,"(-37.80881355199655, 144.95818968862514)",-37.80881355199655,144.95818968862514
1134,C1190,Present,"(-37.81337904315351, 144.95995765570768)",-37.81337904315351,144.95995765570768
5042,9521S,Present,"(-37.82842325757538, 144.9662156631596)",-37.82842325757538,144.9662156631596
3182,5398E,Present,"(-37.80284147123521, 144.95669500867302)",-37.80284147123521,144.95669500867302
